shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,93400.35,43.68,191,115
Balneário Shopping,Premium,2,Moda Feminina,19886.239999999998,9.3,18,15
Balneário Shopping,Premium,3,Beleza e Bem-estar,19572.47,9.15,62,51
Balneário Shopping,Premium,4,Ótica,19022.28,8.9,13,11
Balneário Shopping,Premium,5,Calçados,17344.84,8.11,36,31
Balneário Shopping,Premium,6,Joalheria,15399.0,7.2,9,9
Balneário Shopping,Premium,7,Eletrônicos,9217.8,4.31,6,6
Balneário Shopping,Premium,8,Esportes,7169.58,3.35,19,17
Balneário Shopping,Premium,9,Infantil,6412.86,3.0,22,20
Balneário Shopping,Premium,10,Gastronomia,6386.93,2.99,81,45
Balneário Shopping,VIP,1,Moda,429312.66,42.01,756,394
Balneário Shopping,VIP,2,Joalheria,163393.85,15.99,47,41
Balneário Shopping,VIP,3,Beleza e Bem-estar,92381.11,9.04,271,180
Balneário Shopping,VIP,4,Calçados,70311.13,6.88,95,83
Balneário Shopping,VIP,5,Eletrônicos,65687.82,6.43,26,20
Balneário Shopping,VIP,6,Gastronomia,47056.99,4.6,489,228
Balneário Shopping,VIP,7,Ótica,42278.1,4.14,31,26
Balneário Shopping,VIP,8,Moda Feminina,40634.24,3.98,32,28
Balneário Shopping,VIP,9,Infantil,39856.05,3.9,170,114
Balneário Shopping,VIP,10,Telefonia,31011.0,3.03,4,4
Continente Shopping,Premium,1,Moda,126940.31,46.16,260,145
Continente Shopping,Premium,2,Joalheria,27811.83,10.11,14,12
Continente Shopping,Premium,3,Eletrodomésticos,20461.61,7.44,38,28
Continente Shopping,Premium,4,Calçados,19940.53,7.25,56,44
Continente Shopping,Premium,5,Esportes,18530.3,6.74,48,41
Continente Shopping,Premium,6,Ótica,16582.74,6.03,9,9
Continente Shopping,Premium,7,Gastronomia,15448.11,5.62,243,91
Continente Shopping,Premium,8,Beleza e Bem-estar,12549.17,4.56,59,47
Continente Shopping,Premium,9,Eletrônicos,10924.4,3.97,5,5
Continente Shopping,Premium,10,Telefonia,5822.84,2.12,2,2
Continente Shopping,VIP,1,Moda,277416.08,40.34,606,305
Continente Shopping,VIP,2,Telefonia,75357.0,10.96,24,16
Continente Shopping,VIP,3,Joalheria,60610.16,8.81,23,21
Continente Shopping,VIP,4,Gastronomia,55523.24,8.07,1028,277
Continente Shopping,VIP,5,Eletrônicos,50093.6,7.28,39,18
Continente Shopping,VIP,6,Beleza e Bem-estar,42728.07,6.21,205,136
Continente Shopping,VIP,7,Esportes,33955.15,4.94,114,88
Continente Shopping,VIP,8,Ótica,32182.059999999998,4.68,16,16
