perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,3211,51286329.16,15972.073858611024,4.920896916848334,35.36,84.07
Premium,1471,5314915.66,3613.1309721278044,3.0312712440516654,16.2,8.71
Potencial,1934,3196697.68,1652.8943536711479,2.621509824198552,21.29,5.24
Pontual,2466,1207502.82,489.66051094890514,1.9501216545012166,27.15,1.98
