quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,13.0,1.0,230.01600000000002,Global
40%,19.0,2.0,448.64000000000004,Global
60%,21.0,3.0,755.8399999999999,Global
80%,25.0,5.0,1411.2320000000002,Global
