cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
110,579.9,2,22,Garten Shopping,Outro,Eletrônicos,2,2,3,7,Potencial
136,18.9,1,8,Garten Shopping,Masculino,Gastronomia,5,1,1,7,Potencial
151,267.93,6,1,Neumarkt Shopping,Masculino,Gastronomia,5,5,2,12,Premium
152,867.54,24,0,Garten Shopping,Feminino,Gastronomia,5,5,4,14,VIP
164,1019.79,13,0,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
168,147.69,5,5,Continente Shopping,Feminino,Gastronomia,5,4,1,10,Premium
169,809.4300000000001,15,1,Continente Shopping,Masculino,Gastronomia,5,5,4,14,VIP
174,42.8,3,8,Neumarkt Shopping,Masculino,Gastronomia,5,3,1,9,Potencial
177,289.59000000000003,4,10,Nações Shopping,Feminino,Eletrodomésticos,5,4,2,11,Premium
195,261.96000000000004,3,10,Continente Shopping,Feminino,Beleza e Bem-estar,5,3,2,10,Premium
196,69.97,2,29,Garten Shopping,Nao Informado,Farmácias,1,2,1,4,Pontual
235,354.0,3,21,Continente Shopping,Masculino,Serviços,3,3,2,8,Potencial
266,56.0,2,15,Norte Shopping,Feminino,Gastronomia,4,2,1,7,Potencial
272,639.71,13,4,Norte Shopping,Feminino,Casa e Decoração,5,5,3,13,VIP
336,3190.85,8,17,Neumarkt Shopping,Feminino,Moda,4,5,5,14,VIP
375,957.0600000000001,17,0,Garten Shopping,Feminino,Gastronomia,5,5,4,14,VIP
382,543.38,11,2,Balneário Shopping,Feminino,Moda,5,5,3,13,VIP
424,65.9,2,14,Continente Shopping,Masculino,Gastronomia,4,2,1,7,Potencial
448,2110.0,2,21,Neumarkt Shopping,Masculino,Beleza e Bem-estar,3,2,5,10,Premium
568,1992.52,11,1,Neumarkt Shopping,Feminino,Gastronomia,5,5,5,15,VIP
611,30.0,1,20,Balneário Shopping,Feminino,Serviços,3,1,1,5,Pontual
617,132.76999999999998,4,12,Garten Shopping,Feminino,Calçados,5,4,1,10,Premium
649,253.09,6,1,Continente Shopping,Masculino,Gastronomia,5,5,2,12,Premium
770,834.36,3,14,Norte Shopping,Masculino,Casa e Decoração,4,3,4,11,Premium
878,100.17,1,2,Garten Shopping,Feminino,Pets,5,1,1,7,Potencial
883,1368.6799999999998,8,14,Balneário Shopping,Masculino,Gastronomia,4,5,4,13,VIP
901,443.93,4,0,Garten Shopping,Feminino,Gastronomia,5,4,2,11,Premium
907,722.26,3,0,Nações Shopping,Feminino,Esportes,5,3,3,11,Premium
950,239.92,1,7,Balneário Shopping,Masculino,Calçados,5,1,2,8,Potencial
1007,746.5,2,25,Neumarkt Shopping,Feminino,Moda,2,2,3,7,Potencial
1021,1214.72,4,30,Neumarkt Shopping,Feminino,Beleza e Bem-estar,1,4,4,9,Potencial
1035,1962.1100000000001,4,21,Neumarkt Shopping,Feminino,Beleza e Bem-estar,3,4,5,12,Premium
1082,191.0,2,7,Garten Shopping,Masculino,Calçados,5,2,1,8,Potencial
1115,616.24,4,17,Nações Shopping,Feminino,Gastronomia,4,4,3,11,Premium
