perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,1383,3172384.73,8.489515545914678,4.616775126536515,4.778741865509762,4.462762111352133,13.85827910339841,2293.842899493854,15.23,32.86
Premium,2458,3523761.78,3.791293734743694,3.4633848657445077,3.758340113913751,3.6493083807973963,10.871033360455655,1433.5890073230269,27.06,36.5
Potencial,3185,2413154.03,2.06436420722135,2.6514913657770802,2.6270015698587126,2.717111459968603,7.995604395604396,757.6621758241757,35.07,24.99
Pontual,2056,545670.41,1.2178988326848248,1.8983463035019454,1.4747081712062258,1.6780155642023347,5.051070038910506,265.4038959143969,22.64,5.65
