shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Garten Shopping,2292,2369133.27,523.8967056561129,700,1255876.64,834.9380512265276,388,398274.64,524.8602217141308,545,439655.03,420.36872536770056,659,275326.96,278.5552233000939,241,1081800.64,2409.6452109320917,407,566952.47,553.3502336363654,633,455586.42,355.3932458323847,1011,264793.74,168.02105225249903,190,24.54
Neumarkt Shopping,1803,2013165.75,464.12789795503573,833,1330635.17,521.759284632038,329,318566.1,543.1320468311214,301,233674.94,456.1437052518682,340,130289.54,253.55122713585433,246,1033417.12,1526.5626082177062,335,464247.41000000003,567.5943772909178,457,330241.43,349.25154932770533,765,185259.79,145.798854844647,192,20.85
Balneário Shopping,1337,1697761.5,486.0066695416847,618,1127777.73,562.1084750942084,196,241806.49,581.280909558044,227,204531.01,464.1893589696525,296,123646.27,280.7629621943372,219,955898.75,1368.2667029936508,259,368132.85,567.7854001999074,337,246405.22,348.78385076776175,522,127324.68000000001,163.87726601745425,176,17.58
Continente Shopping,1643,1668748.69,430.18016646312094,541,795317.95,444.7632619761615,250,300429.1,603.7921641571392,411,378515.28,463.9668843228953,441,194486.36,282.3824450653277,212,759299.37,1383.7488918149127,301,414917.0,536.3268721521385,444,318703.49,325.0789088782011,686,175828.83,156.94143494815032,163,17.28
Nações Shopping,1185,1154176.36,506.27389029231745,284,566240.65,842.5743923692147,189,237694.1,765.6139579568447,261,206211.84,465.99247987925133,451,144029.77,209.13161255257432,142,609792.7,2168.048023892607,169,232668.12,667.4194769405239,239,170035.81,367.05282097402085,635,141679.73,144.1767319494591,121,11.95
Norte Shopping,822,751985.38,503.3650083399934,235,350014.87,710.942106308335,119,158325.4,807.4713902894491,189,141661.98,432.145546989166,279,101983.13,247.06106827103602,82,344268.1,2587.5827081769858,122,172434.47,575.5620585745953,182,131812.36000000002,362.8985635774482,436,103470.45,149.81225932973754,67,7.79
