perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,1142,4784476.68,4189.559264448336,5.4308231173380035,12.57,49.55
Premium,1593,2219352.32,1393.1904080351537,4.526051475204017,17.54,22.99
Potencial,2292,1652784.73,721.1102661431064,3.4550610820244327,25.24,17.12
Pontual,4055,998357.22,246.20399999999998,2.1721331689272505,44.65,10.34
