perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,46908,293804544.05,20.909631619339983,4.513920866376737,4.773023791250959,4.688581905005543,13.97552656263324,6263.420824806003,18.47,53.28
Premium,63547,139563035.16,5.690119124427589,3.526618093694431,3.739248115568005,3.6643429272821693,10.930209136544605,2196.217526555148,25.02,25.31
Potencial,76613,86255866.56,2.706603317974756,2.789500476420451,2.6367718272355867,2.574171485257071,8.000443788913108,1125.8646255857361,30.16,15.64
Pontual,66961,31760847.54,1.482056719583041,1.6805304580278073,1.4719762249667716,1.6738399964158241,4.826346679410403,474.3185964964681,26.36,5.76
