shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,65500,179102294.05,3.1534198473282444,3.0329618320610687,3.2139847328244273,9.40036641221374,2734.3861687022904,13816,103892242.58,7519.704876954256,18050,45201036.37,2504.212541274238,19243,22911805.97,1190.6566528088135,14391,7097209.13,493.1699763741227,32.48
Neumarkt Shopping,38292,102345681.74,3.23090985062154,3.207745743236185,3.162305442390055,9.60096103624778,2672.7692922803717,9738,66046217.53,6782.318497638119,9723,21400371.61,2201.0049994857554,10340,11041855.24,1067.8776827852998,8491,3857237.36,454.27362619243905,18.56
Garten Shopping,48727,98529529.83,3.018737045170029,3.035237137521292,2.944671332115665,8.998645514806986,2022.0725640815153,8913,49856481.95,5593.681358689555,12303,26127093.63,2123.635993660083,14877,16902986.15,1136.1824393358875,12634,5642968.1,446.64936678803224,17.87
Continente Shopping,51832,94748800.12,2.960198333076092,3.0251389103256674,2.920396666152184,8.905733909553943,1827.9981501774967,8762,44832456.46,5116.692131933349,13162,26063243.94,1980.1887205591856,16098,17385858.59,1080.0011548018388,13810,6467241.13,468.3013128167994,17.18
Norte Shopping,25091,40507326.97,2.8914351759595074,2.744450201267387,2.7942290064166433,8.430114383643538,1614.4166023673827,3515,16462520.4,4683.505092460882,5458,10222314.77,1872.904868083547,8090,9522426.68,1177.0613943139679,8028,4300065.12,535.633423019432,7.35
Nações Shopping,24587,36150660.6,2.3892300809370806,2.7266034896490017,2.6646195143775167,7.780453084963598,1470.316045064465,2164,12714625.13,5875.5199306839195,4851,10548974.84,2174.597988043702,7965,8490933.93,1066.0306252354048,9607,4396126.7,457.59620068699905,6.56
