perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Pontual;Balneário Shopping;Feminino;1;Renner;860003,37;22,15;3289;2886
Pontual;Balneário Shopping;Feminino;2;Zara;793826,42;20,45;2286;2010
Pontual;Balneário Shopping;Feminino;3;C&A;471770,48;12,15;1866;1686
Pontual;Balneário Shopping;Feminino;4;Centauro;355458,5;9,16;1114;1047
Pontual;Balneário Shopping;Feminino;5;Riachuelo;337400,23;8,69;1424;1283
Pontual;Balneário Shopping;Feminino;6;Sephora;276039,93;7,11;870;811
Pontual;Balneário Shopping;Feminino;7;Outback Steakhouse;236039,74;6,08;824;746
Pontual;Balneário Shopping;Feminino;8;O Boticário;202845,35;5,23;977;912
Pontual;Balneário Shopping;Feminino;9;Studio Z;202037,56;5,2;1077;972
Pontual;Balneário Shopping;Feminino;10;Superlegal Brinquedos;146496,61000000002;3,77;759;674
Pontual;Balneário Shopping;Masculino;1;Zara;439283,07;20,09;1196;1067
Pontual;Balneário Shopping;Masculino;2;Centauro;379473,68;17,35;1033;981
Pontual;Balneário Shopping;Masculino;3;Renner;360691,43;16,5;1366;1199
Pontual;Balneário Shopping;Masculino;4;C&A;222076,75;10,16;816;733
Pontual;Balneário Shopping;Masculino;5;Outback Steakhouse;188914,46;8,64;664;607
Pontual;Balneário Shopping;Masculino;6;Riachuelo;154857,83000000002;7,08;591;539
Pontual;Balneário Shopping;Masculino;7;Democrata;131140,44;6,0;327;318
Pontual;Balneário Shopping;Masculino;8;Life Vivara;107525,26;4,92;196;194
Pontual;Balneário Shopping;Masculino;9;O Boticário;105989,58;4,85;490;448
Pontual;Balneário Shopping;Masculino;10;Superlegal Brinquedos;96694,71;4,42;458;409
Pontual;Continente Shopping;Feminino;1;Renner;679824,92;19,72;2778;2445
Pontual;Continente Shopping;Feminino;2;C&A;589727,21;17,1;2369;2085
Pontual;Continente Shopping;Feminino;3;Nike Unite;505948,29000000004;14,67;1473;1337
Pontual;Continente Shopping;Feminino;4;Riachuelo;394829,28;11,45;1802;1587
Pontual;Continente Shopping;Feminino;5;Centauro;324548,0;9,41;1161;1084
Pontual;Continente Shopping;Feminino;6;Decathlon;239980,99;6,96;1221;1075
Pontual;Continente Shopping;Feminino;7;Carioca Calçados;198806,02000000002;5,77;651;621
Pontual;Continente Shopping;Feminino;8;Studio Z;178274,67;5,17;1072;968
Pontual;Continente Shopping;Feminino;9;Arezzo;171769,03;4,98;446;420
Pontual;Continente Shopping;Feminino;10;Pernambucanas;164433,58;4,77;895;740
Pontual;Continente Shopping;Masculino;1;Nike Unite;550697,02;23,69;1452;1326
