perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,46629,288789312.49,20.995603594329708,4.500611207617577,4.782624546955757,4.679126723712711,13.962362478286046,6193.341321709666,18.36,52.38
Premium,63464,142485723.55,5.693842178242783,3.522942140426068,3.74029370981974,3.6659365939745365,10.929172444220345,2245.1424988970125,24.98,25.84
Potencial,77723,88746511.01,2.708168753136137,2.7818535053973727,2.6256191860839135,2.590931899180423,7.998404590661709,1141.8307452105555,30.6,16.1
Pontual,66213,31362746.26,1.4827148747224865,1.6980955401507256,1.474498965459955,1.659372026641294,4.8319665322519745,473.664480691103,26.07,5.69
