perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,69280,409014864.11,1050.285642409668,15.365545612009237,27.27,74.18
Premium,54583,77594733.2,503.40254314238626,4.987835040213986,21.49,14.07
Potencial,59661,43589492.13,376.7301682154201,3.0303883609057842,23.49,7.91
Pontual,70505,21185203.87,210.72743209949647,1.8643784128785192,27.75,3.84
