perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,24229,268922950.8,11099.217912419002,26.90738371373148,9.54,48.77
Premium,31099,108866007.4,3500.627267757806,10.063249622174347,12.24,19.74
Potencial,68535,108820639.11,1587.8111783760123,5.42613263296126,26.98,19.74
Pontual,130166,64774696.0,497.6314552187207,2.3988138223499225,51.24,11.75
