dia_semana,valor,transacoes
Domingo,56706.33,244
Quarta,15713.19,109
Quinta,13748.93,77
Sabado,76237.53,349
Segunda,53246.3,214
Sexta,24477.239999999998,123
Terca,48266.86,185
