faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),12,17055.64,3.79746835443038
Gen X (1965-1980),86,57561.16,27.21518987341772
Gen Z (1997-2012),43,35141.77,13.60759493670886
Millennials (1981-1996),175,120614.03,55.379746835443036
