genero,qtd_clientes,valor_total,pct_clientes
Feminino,1579,1607981.63,68.77177700348433
Masculino,710,793083.89,30.923344947735192
Nao Informado,4,7515.0599999999995,0.17421602787456447
Outro,3,465.87,0.13066202090592335
