dia_semana,valor,transacoes
Domingo,28193.07,172
Quarta,17911.6,122
Quinta,10560.85,79
Sabado,21633.68,172
Segunda,16543.44,140
Sexta,11642.369999999999,114
Terca,10139.53,91
