shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,1618,1569279.6,630.0675908377434,684,912667.06,750.1988957800646,281,255164.65,626.8770492289442,284,240408.99,662.0604158283031,369,161038.9,385.1916214995484,170,623191.12,1830.3242280812324,311,432793.53,878.0579818917238,456,326540.98,577.2794170321638,681,186753.97,252.53861478218306,172,62.79
Continente Shopping,456,374171.56,628.1898983472881,107,214623.42,1606.9264403052814,61,43560.26,357.16509788997564,94,53145.36,393.80098352445424,194,62842.52,287.16031500572734,22,202432.08000000002,7224.893777210609,21,29186.3,601.0269415809058,102,69619.33,485.1103866784087,311,72933.85,210.30258949624866,23,14.97
Garten Shopping,164,302544.22,1459.7310949812384,48,225207.69,3643.122366720085,37,38007.35,872.9758281358281,45,31608.85,589.1222613756613,34,7720.33,168.10054621848738,21,226796.98,8708.91559218559,28,40043.24,1060.7962193223443,28,20685.0,496.74289285714286,87,15019.0,148.24801149425286,21,12.11
Neumarkt Shopping,167,179351.02,627.5654262589588,72,122952.96,860.5905052183656,28,24952.29,727.5803928571429,28,20542.73,490.1962797619048,39,10903.039999999999,224.18366605616606,26,117851.4,2439.9044829529444,16,23381.57,822.0259344362745,26,20048.75,521.7407568265069,99,18069.3,147.9619696969697,27,7.18
Norte Shopping,61,47598.8,554.0492634660421,19,16410.5,339.0279949874687,6,11202.39,1411.7427777777777,14,12792.45,850.7866071428572,22,7193.46,317.00018181818183,8,23124.34,1822.1299107142856,7,10627.63,1003.4806972789116,8,6341.55,669.3816964285714,38,7505.28,180.01440350877192,8,1.9
Nações Shopping,60,26317.23,386.97965873015875,7,4810.46,569.3527891156463,11,4775.37,407.9418181818182,11,6546.17,543.6409090909091,31,10185.23,282.77096774193546,2,4671.71,2335.855,3,4327.09,1442.3633333333335,12,7645.72,516.484126984127,43,9672.71,186.5620930232558,2,1.05
