perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,249,1198067.63,4811.516586345381,3.325301204819277,9.86,47.94
Premium,386,540359.36,1399.8947150259066,2.3471502590673574,15.28,21.62
Potencial,632,450881.33,713.4198259493671,1.7088607594936709,25.02,18.04
Pontual,1259,309954.11,246.19071485305798,1.1977760127084989,49.84,12.4
