genero,qtd_clientes,valor_total,pct_clientes
Feminino,11346,13684245.63,60.699764605178686
Masculino,7308,9167318.73,39.09693986732292
Nao Informado,16,9598.63,0.08559811684142948
Outro,22,15822.800000000001,0.11769741065696555
