faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),2002,4485735.8,6.272519347056428
Gen X (1965-1980),9081,16706409.49,28.451922173136573
Gen Z (1997-2012),5372,6781487.36,16.83115581038318
Millennials (1981-1996),15390,26090487.67,48.218817558041174
Nao Informado,24,22322.93,0.07519503712754959
Silent (antes 1946),48,50183.85,0.15039007425509918
