dia_semana,valor,transacoes
Domingo,4929531.3,18000
Quarta,2468567.82,9290
Quinta,2381293.92,8949
Sabado,4405461.2700000005,16370
Segunda,3172960.29,11438
Sexta,2808063.61,10240
Terca,2711107.58,10630
