faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),15,3123.25,9.67741935483871
25-39 (Millennials),83,39597.54,53.5483870967742
40-54 (Gen X),50,40341.06,32.25806451612903
55-69 (Boomers),7,4456.72,4.516129032258064
