loja,valor,clientes
Renner,1564904.05,4074
Vivara ,1339771.94,546
CVC,1132931.07,105
Bergerson,953917.57,40
Centauro,942139.24,2308
Riachuelo,869640.23,2503
Hering,749498.18,2047
Brooksfield,725290.84,395
C&A,723123.43,2195
Havan,719525.69,2062
Idéli Oui,692979.6,928
Levi's,514918.73,786
Pittol,492010.78,1727
IPLACE MOBILE,478704.14,147
Life Vivara,475670.84,629
Superlegal,431431.01,1516
Makenji,401321.14,471
Granado Phamácias,356559.7,1374
VIRUS 41,346087.14,557
Adidas,338440.03,529
