dia_semana,valor,transacoes
Domingo,146935.83000000002,605
Quarta,70230.9,190
Quinta,100765.3,341
Sabado,182034.7,556
Segunda,95926.56,273
Sexta,105592.94,362
Terca,77687.21,201
