loja,valor,clientes
Renner,61966.45,161
Havan,28765.17,112
Óticas Carol,27136.85,10
Centauro,24776.13,63
iPlace Mobile,22681.77,7
Riachuelo,21661.61,79
Vivara,19086.5,8
Le Lis ,17987.44,16
Madero,17217.2,68
Panvel Farmácias,16226.92,94
Lojas Americanas,16135.82,142
Anjos Colchões & Sofás,15279.0,3
Me.Linda,14605.89,86
Cacau Show,14474.92,91
Victor Hugo,14423.0,5
Bottero,13580.4,24
Kalunga,13304.83,91
LINDT,13206.1,67
Livrarias Catarinense,12772.6,109
Hering Store,12547.16,41
