faixa_etaria,qtd_clientes,valor_total,ticket_medio_cliente,freq_media,idade_media,qtd_high_spenders,pct_clientes,pct_valor,pct_hs
16-24 (Gen Z),16709,22449452.87,1343.554543659106,5.007899934167216,21.842599796516847,821,6.577906203128137,4.072551232796351,4.9135196600634385
25-39 (Millennials),100955,193308274.16,1914.7964356396415,6.1025407359714725,32.69043633301966,8678,39.743403000586575,35.068019465725314,8.59590906839681
40-54 (Gen X),96816,242057656.19,2500.1823685134686,7.455245000826309,45.97134771112213,11753,38.11398449710059,43.91163614689821,12.139522392992893
55-69 (Boomers),32971,77875863.57,2361.9503069363986,5.894149404021716,60.633435443268326,3537,12.979839931973055,14.127446491620619,10.727609111036971
70+ (Silent),6259,15118306.64,2415.45081322895,4.934494328167439,74.35484901741492,605,2.464008314404154,2.7426093054946357,9.666080843585236
Nao Informado,307,428517.91,1395.8238110749185,5.061889250814332,,10,0.12085805280748925,0.07773735746486438,3.257328990228013
