faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),1392.8603789950032,1259.7890817506193,1038.0,1005.5895454545455
25-39 (Millennials),1988.4916776022424,1794.670682751,1034.0486666666666,1568.219285714286
40-54 (Gen X),2695.305784413888,2188.2425989310586,927.85,1013.0887931034483
55-69 (Boomers),2478.2805278436304,2168.4357041680237,525.59,864.3270588235293
70+ (Silent),2417.451609018704,2415.0476318027213,1009.49,597.1633333333333
Nao Informado,747.2422784810127,3724.3317857142856,935.5999418604652,0.0
