genero,qtd_clientes,valor_total,ticket_medio_cliente,freq_media,idade_media,qtd_high_spenders,pct_clientes,pct_valor,pct_hs
Feminino,127615,268945332.4,2107.4742969086706,7.0321357207224855,41.59535365098282,13629,62.511021415835565,65.77350549835229,10.679779022842142
Masculino,76115,139504612.29,1832.813667345464,4.591631084543126,41.70667735955721,6775,37.284225169974725,34.11736988190177,8.901005058135715
Outro,214,258039.49,1205.7920093457944,5.02803738317757,35.453271028037385,7,0.10482591061386837,0.06310636315139494,3.2710280373831773
Nao Informado,204,188166.88,922.3866666666667,3.485294117647059,35.23076923076923,4,0.09992750357583713,0.04601825659454278,1.9607843137254901
