Metrica,High Spenders,Demais Clientes
Qtd Clientes,20415.0,183733.0
Valor Total (R$),202082274.93,206813876.13
Ticket Medio (R$),9898.71540191036,1125.621832387214
Freq Media Compras,24.805633112907177,4.0399819303010345
Idade Media,43.768488115657924,41.39171604729638
% Feminino,66.75973548861131,62.03893693566207
% Masculino,33.18638256184178,37.739545971600094
