faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),822,7344685.33,8935.140304136254,3.2354561914508384
25-39 (Millennials),8677,84766444.76,9769.095858015444,34.15334960245611
40-54 (Gen X),11749,130441343.72,11102.33583453911,46.24498150043297
55-69 (Boomers),3542,39927481.47,11272.580878035009,13.941588601117846
70+ (Silent),606,7798026.37,12868.030313531353,2.385263323624341
Nao Informado,10,203568.81,20356.881,0.03936078091789341
