shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,389949,69738,181371396.52,2600.7542017264623,42.876637288483494,6975.387000000001,6974
Garten Shopping,GS,304566,49973,98236381.25,1965.7891511416165,41.77112233065838,4671.592000000004,4998
Neumarkt Shopping,NK,327853,42740,97705479.53,2286.0430400093587,43.87146802569541,6547.636999999997,4274
Continente Shopping,CS,340382,53066,94825838.49,1786.9415160366336,41.595061190740324,4322.280000000001,5307
Norte Shopping,NR,150685,30651,43057168.51,1404.7557505464747,40.56192968241529,5092.9,3066
Nações Shopping,NS,134886,25037,36041807.04,1439.5417597955027,39.585166734822856,3319.626000000003,2504
