loja,valor,clientes
Renner,28836.3,91
Havan,21294.98,69
Riachuelo,18154.19,69
Idéli Oui,16397.27,25
C&A,12765.57,51
Ri Happy,9485.73,42
Hering,8869.03,27
Outback Steakhouse,8429.09,25
Centauro,8189.0,31
Samsung,7993.01,2
VIRUS 41,7601.0,11
Nxt,7300.0,1
Beagle,6843.610000000001,12
O Boticário,6781.22,35
Superlegal,6763.0,35
Dona Torta,6276.4,66
Pittol,5404.530000000001,25
Tech Store,5276.2,2
Livrarias Curitiba,5268.03,38
Levi's,4905.95,9
