sigla,segmento,valor,clientes
CS,Moda,337178.68,625
CS,Gastronomia,155133.07,792
CS,Eletrodomésticos,86664.21,256
CS,Calçados,68064.27,182
CS,Beleza e Bem-estar,57349.46,284
CS,Esportes,56850.76,185
CS,Telefonia,54092.82,12
CS,Ótica,33488.4,16
CS,Presentes e Acessórios,26022.11,55
CS,Joalheria,22522.239999999998,32
CS,Farmácias,21474.29,171
CS,Papelaria,13631.06,141
CS,Livrarias,12498.210000000001,142
CS,Infantil,11579.49,44
CS,Pets,11250.460000000001,85
CS,Eletrônicos,9181.8,6
CS,Moda Feminina,9051.44,13
CS,Não informado,7181.26,23
CS,Fast Food,6399.95,95
CS,Casa e Decoração,4587.19,63
BS,Moda,466161.53,580
BS,Moda Feminina,147347.02,27
BS,Beleza e Bem-estar,125806.74,262
BS,Gastronomia,102806.9,559
BS,Joalheria,67900.83,42
BS,Infantil,63889.88,197
BS,Calçados,56535.8,132
BS,Eletrônicos,56327.65,12
BS,Presentes e Acessórios,40966.86,105
BS,Casa e Decoração,34377.02,56
BS,Calçados Femininos,32380.38,56
BS,Esportes,31630.82,92
BS,Ótica,23812.03,17
BS,Livrarias,17345.77,129
BS,Telefonia,13536.48,4
BS,Eletrodomésticos,9465.98,7
BS,Farmácias,6411.83,60
BS,Lazer,4877.0,20
BS,Serviços,2219.0,45
BS,Suplementos esportivos,972.5,7
NK,Moda,260506.73,530
NK,Gastronomia,152579.37,734
NK,Beleza e Bem-estar,83899.92,279
NK,Calçados,82061.88,171
NK,Casa e Decoração,67543.61,274
NK,Esportes,54967.47,119
NK,Ótica,54297.520000000004,21
NK,Joalheria,38884.43,42
NK,Moda Feminina,36486.21,46
NK,Infantil,34996.37,101
NK,Telefonia,29588.8,5
NK,Pets,24110.87,100
NK,Farmácias,22919.42,146
NK,Presentes e Acessórios,21809.69,55
NK,Livrarias,20799.9,196
NK,Eletrônicos,20221.9,17
NK,Eletrodomésticos,18840.85,239
NK,Papelaria,13207.54,161
NK,Gastronomia - Restaurante,5701.71,23
NK,Serviços,2391.35,60
NR,Moda,127664.46,268
NR,Supermercado,85441.31,275
NR,Casa e Decoração,85409.69,216
NR,Eletrodomésticos,56160.79,172
NR,Gastronomia,51074.38,406
NR,Calçados,50156.28,146
NR,Beleza e Bem-estar,38461.72,172
NR,Esportes,37428.31,104
NR,Eletrônicos,32828.9,18
NR,Infantil,18064.44,76
NR,Pets,14904.67,95
NR,Telefonia,12402.71,26
NR,Ótica,9068.44,11
NR,Presentes e Acessórios,8428.33,83
NR,Papelaria,8367.69,83
NR,Farmácias,8219.77,72
NR,Livrarias,7964.72,74
NR,Fast Food,7140.04,78
NR,Joalheria,5137.0,8
NR,Lazer,2062.0,18
GS,Moda,220477.71,410
GS,Joalheria,92196.58,25
GS,Gastronomia,84002.9,445
GS,Calçados,49723.46,105
GS,Casa e Decoração,43084.85,104
GS,Beleza e Bem-estar,26030.23,106
GS,Moda Feminina,21788.11,28
GS,Esportes,18015.72,57
GS,Infantil,16267.37,79
GS,Presentes e Acessórios,14070.44,62
GS,Eletrodomésticos,11122.91,6
GS,Farmácias,10674.59,77
GS,Papelaria,9175.65,101
GS,Ótica e Joalheria,8077.0,3
GS,Livrarias,6564.5199999999995,68
GS,Ótica,6471.96,6
GS,Pets,5024.22,52
GS,Kids,3407.29,37
GS,Telefonia,2830.03,7
GS,Gastronomia - Sorvetes,2495.87,46
NS,Moda,177458.3,357
NS,Gastronomia,109421.13,408
NS,Beleza e Bem-estar,60661.909999999996,111
NS,Calçados,24362.96,69
NS,Infantil,21293.47,89
NS,Esportes,19075.37,64
NS,Farmácias,18897.87,105
NS,Casa e Decoração,12020.77,58
NS,Pets,10646.880000000001,63
NS,Livrarias,7590.45,61
NS,Eletrodomésticos,6633.65,94
NS,Ótica,5793.65,10
NS,Joalheria,4961.6,11
NS,Presentes e Acessórios,3950.63,11
NS,Não informado,3903.24,18
NS,Calçados Femininos,3151.52,4
NS,Outros,3086.0,9
NS,Papelaria,3051.0,18
NS,Gastronomia - Sorvetes,1979.0,22
NS,Serviços,1348.8,22
