faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),116,60,0,0
Gen X (1965-1980),887,312,0,0
Gen Z (1997-2012),984,369,0,7
Millennials (1981-1996),2681,878,3,4
Nao Informado,0,0,12,0
Silent (antes 1946),5,1,0,0
