shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,6258,1412,1009211.27,714.7388597733711,36.640915593705294,1525.7480000000003,142
Continente Shopping,CS,4236,1151,1305488.71,1134.2212945264987,38.76655052264808,2524.3,116
Neumarkt Shopping,NK,6264,1280,1048775.04,819.3555,39.63993710691824,1838.929,128
Garten Shopping,GS,4313,1109,670280.05,604.4004057709649,35.955373406193075,1399.08,111
Norte Shopping,NR,3413,802,657768.6699999999,820.1604364089775,37.45477386934673,1838.2999999999997,81
Nações Shopping,NS,3177,831,500122.19999999995,601.8317689530685,35.987864077669904,1231.67,84
