faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),46,186405.26,4052.2882608695654,7.2784810126582276
25-39 (Millennials),237,909314.68,3836.770801687764,37.5
40-54 (Gen X),291,1093858.41,3758.9636082474226,46.04430379746836
55-69 (Boomers),51,254252.06,4985.334509803922,8.069620253164556
70+ (Silent),6,25392.9,4232.150000000001,0.949367088607595
Nao Informado,1,6751.1,6751.1,0.15822784810126583
