sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Masculino,367,25.991501416430594,264430.64
BS,Feminino,1035,73.30028328611898,734814.6200000001
BS,Nao Informado,6,0.424929178470255,4746.900000000001
BS,Outro,4,0.28328611898017,5219.11
CS,Feminino,905,78.62728062554301,1004803.0399999999
CS,Masculino,246,21.372719374456995,300685.67000000004
NK,Masculino,316,24.6875,237772.38
NK,Feminino,956,74.6875,808110.6399999999
NK,Nao Informado,5,0.390625,1295.48
NK,Outro,3,0.234375,1596.5400000000002
GS,Feminino,794,71.59603246167718,464917.25
GS,Masculino,313,28.22362488728584,205259.32
GS,Nao Informado,1,0.09017132551848511,60.9
GS,Outro,1,0.09017132551848511,42.58
NR,Feminino,592,73.81546134663341,469174.22
NR,Masculino,207,25.81047381546135,187577.6
NR,Nao Informado,2,0.24937655860349126,899.95
NR,Outro,1,0.12468827930174563,116.9
NS,Feminino,590,70.99879663056558,371536.89
NS,Masculino,237,28.51985559566787,127129.76000000001
NS,Nao Informado,2,0.24067388688327318,872.8999999999999
NS,Outro,2,0.24067388688327318,582.65
