loja,valor,clientes
Zara,51839.25,68
Sephora,21466.0,41
Renner,19197.61,47
Vivara,17356.71,6
Centauro,12652.27,29
LE LIS BLANC DEUX,7955.21,4
Boss,7620.0,4
Diesel,6630.0,1
Superlegal Brinquedos,6587.82,31
Riachuelo,6221.36,29
Lindt,6212.45,25
Alô Bebê,5438.85,13
Outback Steakhouse,5259.88,18
PANDORA,5227.0,1
Vans,5199.84,6
C&A,4984.71,20
Sandra Duwe,4945.0,2
Paris Cosméticos,4936.95,23
Shoulder,4889.3,5
Kalunga,4410.56,29
