loja,valor,clientes
Vivara,61260.0,2
DEMOCRATA,60129.409999999996,138
C&A,54312.47,151
TIM ,44168.03,2
Vivo,30896.0,2
Arezzo,13054.66,20
iPlace Mobile,11511.2,4
Altenburg,11318.5,2
Claro,10148.6,3
Nike Unite,7387.6,22
Ojo by mr.ray,5558.0,1
Renner,4585.79,15
Maze Vale Comercio LTDA,4083.5099999999998,5
Polo Wear,3490.64,13
FARM,3264.8,4
Livrarias Catarinense,2615.14,12
Decathlon,2405.84,10
Companhia da Moda,2364.77,6
Ojo By Mr.ray,2321.0,3
Empório du Homem ,2243.37,3
