genero,qtd_clientes,valor_total,pct_clientes
Feminino,291,241254.27,63.39869281045751
Masculino,163,132390.61,35.5119825708061
Nao Informado,3,764.46,0.6535947712418301
Outro,2,591.6800000000001,0.4357298474945534
