dia_semana,valor,transacoes
Domingo,3605619.88,11826
Quarta,1911937.63,5989
Quinta,2484261.13,7752
Sabado,2875780.89,9741
Segunda,3703677.41,10986
Sexta,2390753.83,7305
Terca,3116335.5100000002,8205
