shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Balneário Shopping,24385,46553578.82,3.0,3.0,3.0,9.0,1909.1071896657782,4216,20450122.62,4850.598344402278,6784,14767261.83,2176.7779820165097,7145,8216508.5200000005,1149.9662029391184,6240,3119685.85,499.949655448718,31.37
Continente Shopping,20148,26855072.42,3.0,3.0,3.0,9.0,1332.8902332737741,3305,9711018.22,2938.280853252648,5510,8699743.1,1578.9007441016333,6448,6420856.75,995.7904388957817,4885,2023454.35,414.2178812691914,18.09
Garten Shopping,19230,26409710.14,3.0,3.0,3.0,9.0,1373.359861674467,3219,9576813.39,2975.0895899347624,5291,8970444.56,1695.4157172557173,6006,5967267.13,993.5509706959707,4714,1895185.06,402.03331777683496,17.79
Neumarkt Shopping,15898,26064452.99,3.0,3.0,3.0,9.0,1639.4799968549503,2791,10563969.6,3785.012396990326,4257,8586204.79,2016.9614258867746,4748,5141510.56,1082.8792249368155,4102,1772768.04,432.1716333495856,17.56
Nações Shopping,10604,11725007.0,3.0,3.0,3.0,9.0,1105.7154847227462,1819,4412137.52,2425.5841231445847,2838,3739447.31,1317.6347110641298,3362,2623412.26,780.312986317668,2585,950009.91,367.508669245648,7.9
Norte Shopping,8807,10815808.02,3.0,3.0,3.0,9.0,1228.0922016577722,1513,3823607.28,2527.1693853271645,2311,3566648.95,1543.3357637386414,2840,2551571.58,898.4406971830986,2143,873980.21,407.83024265048994,7.29
