shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,24385,46553578.82,582.9493609985342,4999,25023673.63,1057.2014872789816,4076,8854611.67,705.1997122503889,6516,8284287.6,514.9326288185088,8794,4391005.92,307.0928924866544,6528,31926382.97,1151.1444490898848,5826,8327812.33,528.6921737793787,6025,4438616.08,383.04813807327986,6006,1860767.44,218.53539260078546,3647,31.37
Continente Shopping,20148,26855072.42,468.65234059246757,2445,9857158.21,1005.8580061333022,2933,5884094.81,672.5179831092992,5807,6801479.82,446.3189619125581,8963,4312339.58,269.8666826927718,3368,14142049.79,1211.2845947548503,4725,6631199.55,469.922581326249,5674,4136312.5,334.9289852232427,6381,1945510.58,194.6449748001089,1633,18.09
Garten Shopping,19230,26409710.14,487.30361402796325,2745,11171246.4,1214.5067863512015,3019,5414477.99,544.9450605422172,5399,6023416.35,408.50562252753735,8067,3800569.4,271.0197564671572,3225,14311021.45,1352.0540830979526,4434,6267517.92,439.2456823950412,5435,3961919.95,335.03779169345347,6136,1869250.82,202.40031391351118,1541,17.79
Neumarkt Shopping,15898,26064452.99,478.21145998505693,3446,14052540.08,827.0177408223564,2824,4977234.09,537.6212678580914,4113,4468362.56,417.0672112976629,5515,2566316.2600000002,275.44202275069046,3516,16420531.01,1050.3409056126552,3717,5260136.57,435.3548354934857,4137,3024023.61,335.68285726486425,4528,1359761.8,199.3536357496267,1877,17.56
Nações Shopping,10604,11725007.0,426.3775259212919,893,3416212.74,1022.2566620601109,1208,2351778.36,640.7231583384284,2972,3414106.52,446.2273485213866,5531,2542909.38,272.6904412531762,1382,5282768.61,1166.8996457732733,2196,3053734.24,475.3360333382083,3073,2218719.89,353.8380098072288,3953,1169784.26,196.67843183971564,562,7.9
Norte Shopping,8807,10815808.02,557.6894827812253,956,3557140.88,1270.7224143013354,1320,2623110.91,884.143025963131,2452,2736736.06,539.668112671103,4079,1898820.17,295.76505031657206,1401,5534021.77,1676.8127920266784,1797,2523621.16,541.76437948232,2446,1770112.53,373.5247492620703,3163,988052.56,213.4569796396213,648,7.29
