shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,1696909.12,41.52,5643,4208
Balneário Shopping,Pontual,2,Calçados,517050.84,12.65,1591,1463
Balneário Shopping,Pontual,3,Beleza e Bem-estar,425887.71,10.42,2050,1692
Balneário Shopping,Pontual,4,Gastronomia,309763.86,7.58,3091,2075
Balneário Shopping,Pontual,5,Infantil,298240.14,7.3,1267,1073
Balneário Shopping,Pontual,6,Esportes,269713.87,6.6,788,742
Balneário Shopping,Pontual,7,Moda Feminina,192601.24,4.71,532,499
Balneário Shopping,Pontual,8,Presentes e Acessórios,164443.58,4.02,816,726
Balneário Shopping,Pontual,9,Joalheria,122636.6,3.0,253,247
Balneário Shopping,Pontual,10,Casa e Decoração,89484.07,2.19,335,303
Balneário Shopping,Potencial,1,Moda,3446139.27,45.2,8057,4423
Balneário Shopping,Potencial,2,Calçados,825671.47,10.83,1840,1537
Balneário Shopping,Potencial,3,Beleza e Bem-estar,742926.96,9.75,2664,1879
Balneário Shopping,Potencial,4,Esportes,458414.92,6.01,1026,861
Balneário Shopping,Potencial,5,Infantil,439910.77,5.77,1528,1109
Balneário Shopping,Potencial,6,Joalheria,392808.56,5.15,491,434
Balneário Shopping,Potencial,7,Moda Feminina,383395.11,5.03,607,547
Balneário Shopping,Potencial,8,Gastronomia,381926.91,5.01,3370,1899
Balneário Shopping,Potencial,9,Presentes e Acessórios,296225.91,3.89,1065,881
Balneário Shopping,Potencial,10,Ótica,256248.55,3.36,287,276
Balneário Shopping,Premium,1,Moda,3432015.03,44.0,6611,2987
Balneário Shopping,Premium,2,Beleza e Bem-estar,761816.12,9.77,2195,1432
Balneário Shopping,Premium,3,Joalheria,696555.75,8.93,518,447
Balneário Shopping,Premium,4,Calçados,683576.08,8.76,1353,1049
Balneário Shopping,Premium,5,Moda Feminina,560679.61,7.19,629,517
Balneário Shopping,Premium,6,Infantil,422921.47000000003,5.42,1269,885
Balneário Shopping,Premium,7,Gastronomia,350667.39,4.5,2934,1415
Balneário Shopping,Premium,8,Casa e Decoração,322710.49,4.14,517,391
Balneário Shopping,Premium,9,Esportes,317754.02,4.07,692,562
Balneário Shopping,Premium,10,Ótica,250693.65,3.21,199,179
Balneário Shopping,VIP,1,Moda,8766432.87,38.65,13322,4296
Balneário Shopping,VIP,2,Joalheria,3773043.12,16.64,1238,923
Balneário Shopping,VIP,3,Beleza e Bem-estar,1951564.07,8.6,4877,2455
Balneário Shopping,VIP,4,Calçados,1571372.35,6.93,2427,1666
Balneário Shopping,VIP,5,Moda Feminina,1538202.58,6.78,1321,941
Balneário Shopping,VIP,6,Eletrônicos,1280498.72,5.65,445,377
Balneário Shopping,VIP,7,Casa e Decoração,1033969.4,4.56,1287,840
Balneário Shopping,VIP,8,Infantil,1003376.84,4.42,2786,1586
Balneário Shopping,VIP,9,Gastronomia,912187.19,4.02,6995,2489
Balneário Shopping,VIP,10,Telefonia,850280.36,3.75,181,131
Continente Shopping,Pontual,1,Moda,1969675.56,50.82,7095,5041
Continente Shopping,Pontual,2,Calçados,476770.95,12.3,1956,1721
Continente Shopping,Pontual,3,Esportes,328183.72000000003,8.47,1329,1196
Continente Shopping,Pontual,4,Gastronomia,327119.08,8.44,4462,2700
Continente Shopping,Pontual,5,Beleza e Bem-estar,266693.98,6.88,1587,1327
Continente Shopping,Pontual,6,Infantil,117596.63,3.03,653,558
Continente Shopping,Pontual,7,Ótica,116661.29,3.01,217,212
Continente Shopping,Pontual,8,Eletrodomésticos,104061.9,2.68,672,564
Continente Shopping,Pontual,9,Joalheria,86171.37,2.22,209,201
Continente Shopping,Pontual,10,Moda Feminina,82914.84,2.14,214,206
Continente Shopping,Potencial,1,Moda,3065147.56,51.1,8123,4142
Continente Shopping,Potencial,2,Calçados,587748.9400000001,9.8,2077,1597
Continente Shopping,Potencial,3,Esportes,466722.52,7.78,1445,1156
Continente Shopping,Potencial,4,Beleza e Bem-estar,348763.97,5.81,1663,1230
Continente Shopping,Potencial,5,Gastronomia,331841.11,5.53,4422,2084
Continente Shopping,Potencial,6,Ótica,330984.97000000003,5.52,361,343
Continente Shopping,Potencial,7,Joalheria,246558.04,4.11,341,321
Continente Shopping,Potencial,8,Infantil,224501.86000000002,3.74,837,674
Continente Shopping,Potencial,9,Eletrodomésticos,221829.96,3.7,760,576
Continente Shopping,Potencial,10,Telefonia,174726.98,2.91,133,125
Continente Shopping,Premium,1,Moda,2157901.77,42.11,5111,2136
Continente Shopping,Premium,2,Telefonia,495773.33,9.67,210,178
Continente Shopping,Premium,3,Ótica,417318.73,8.14,272,249
Continente Shopping,Premium,4,Calçados,406653.63,7.93,1403,963
Continente Shopping,Premium,5,Joalheria,367332.27999999997,7.17,286,247
Continente Shopping,Premium,6,Eletrodomésticos,348699.55,6.8,568,414
Continente Shopping,Premium,7,Gastronomia,269723.28,5.26,3622,1335
Continente Shopping,Premium,8,Beleza e Bem-estar,269505.07,5.26,1186,806
Continente Shopping,Premium,9,Esportes,243985.57,4.76,774,580
Continente Shopping,Premium,10,Infantil,147919.46,2.89,570,428
Continente Shopping,VIP,1,Moda,2761114.2600000002,32.44,5901,1861
Continente Shopping,VIP,2,Telefonia,1728473.52,20.31,427,293
Continente Shopping,VIP,3,Joalheria,1082820.66,12.72,373,303
Continente Shopping,VIP,4,Eletrodomésticos,524933.41,6.17,990,491
Continente Shopping,VIP,5,Ótica,494791.65,5.81,265,229
Continente Shopping,VIP,6,Gastronomia,485475.96,5.7,7164,1396
Continente Shopping,VIP,7,Calçados,440897.73,5.18,1558,928
Continente Shopping,VIP,8,Beleza e Bem-estar,361820.68,4.25,1545,859
Continente Shopping,VIP,9,Eletrônicos,326419.74,3.83,134,96
Continente Shopping,VIP,10,Esportes,305225.95,3.59,938,628
Garten Shopping,Pontual,1,Moda,1612328.85,45.81,6049,4373
Garten Shopping,Pontual,2,Calçados,378297.49,10.75,1598,1387
Garten Shopping,Pontual,3,Esportes,342452.65,9.73,1147,1051
Garten Shopping,Pontual,4,Gastronomia,228608.01,6.5,2839,1785
Garten Shopping,Pontual,5,Presentes e Acessórios,222594.97,6.32,1319,1125
Garten Shopping,Pontual,6,Casa e Decoração,184954.91,5.25,932,816
Garten Shopping,Pontual,7,Beleza e Bem-estar,184389.09,5.24,831,745
Garten Shopping,Pontual,8,Infantil,147989.26,4.2,758,669
Garten Shopping,Pontual,9,Ótica,112909.42,3.21,261,259
Garten Shopping,Pontual,10,Joalheria,105141.13,2.99,235,229
Garten Shopping,Potencial,1,Moda,2640162.56,47.51,7438,3833
Garten Shopping,Potencial,2,Calçados,515032.04,9.27,1817,1437
Garten Shopping,Potencial,3,Esportes,450809.74,8.11,1162,972
Garten Shopping,Potencial,4,Beleza e Bem-estar,354239.62,6.37,1097,888
Garten Shopping,Potencial,5,Presentes e Acessórios,293626.38,5.28,1413,1111
Garten Shopping,Potencial,6,Gastronomia,286202.54,5.15,3090,1613
Garten Shopping,Potencial,7,Joalheria,286120.38,5.15,397,361
Garten Shopping,Potencial,8,Casa e Decoração,281192.24,5.06,1011,822
Garten Shopping,Potencial,9,Infantil,231985.44,4.17,979,802
Garten Shopping,Potencial,10,Ótica,218170.62,3.93,312,294
Garten Shopping,Premium,1,Moda,2141203.46,46.18,5431,2299
Garten Shopping,Premium,2,Calçados,397527.29,8.57,1256,963
Garten Shopping,Premium,3,Joalheria,384506.19,8.29,326,281
Garten Shopping,Premium,4,Esportes,330538.48,7.13,837,660
Garten Shopping,Premium,5,Beleza e Bem-estar,290192.17,6.26,821,648
Garten Shopping,Premium,6,Casa e Decoração,265473.83,5.73,804,579
Garten Shopping,Premium,7,Gastronomia,253639.27,5.47,2717,1168
Garten Shopping,Premium,8,Presentes e Acessórios,194238.09,4.19,975,720
Garten Shopping,Premium,9,Infantil,190098.42,4.1,747,565
Garten Shopping,Premium,10,Ótica,189673.08,4.09,192,162
Garten Shopping,VIP,1,Moda,3223287.27,33.24,6542,2171
Garten Shopping,VIP,2,Joalheria,2213846.48,22.83,606,474
Garten Shopping,VIP,3,Serviços,1073958.99,11.08,653,344
Garten Shopping,VIP,4,Telefonia,707788.61,7.3,200,147
Garten Shopping,VIP,5,Calçados,521782.13,5.38,1606,1010
Garten Shopping,VIP,6,Gastronomia,494539.1,5.1,5458,1361
Garten Shopping,VIP,7,Beleza e Bem-estar,435774.16,4.49,1168,816
Garten Shopping,VIP,8,Eletrônicos,358646.12,3.7,198,158
Garten Shopping,VIP,9,Esportes,354827.63,3.66,875,623
Garten Shopping,VIP,10,Casa e Decoração,312276.42,3.22,1027,650
Nações Shopping,Pontual,1,Moda,1196247.95,50.85,4372,3032
Nações Shopping,Pontual,2,Beleza e Bem-estar,230068.92,9.78,1223,966
Nações Shopping,Pontual,3,Calçados,164165.05,6.98,835,707
Nações Shopping,Pontual,4,Infantil,154362.63,6.56,704,608
Nações Shopping,Pontual,5,Casa e Decoração,144996.46,6.16,604,517
