perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,15484,183866493.06,11874.612055024541,9.339705502454146,15.63,60.58
Premium,15380,54390000.07,3536.4109278283486,5.43556566970091,15.52,17.92
Potencial,27259,44050402.43,1615.9948064859313,3.971018746102205,27.51,14.51
Pontual,40949,21188428.84,517.4345854599624,2.266282448899851,41.33,6.98
