perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,16861,59283478.33,11.044184805171698,4.42601269201115,4.757428385030543,4.610995789099104,13.794436866140797,3516.011999881383,17.02,39.94
Premium,27049,47879955.55,4.831121298384414,3.552183075159895,3.7483086250878035,3.6547376982513216,10.95522939849902,1770.1192484010498,27.3,32.26
Potencial,30581,30592122.74,2.5151564697034106,2.8263627742716064,2.6097903927275103,2.579379353193159,8.015532520192277,1000.3637140708282,30.87,20.61
Pontual,24581,10668072.77,1.4423335096212522,1.6302428705097434,1.4565314673935152,1.6977747040397055,4.784549041942964,433.99669541515806,24.81,7.19
