faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),84,102484.71,8.571428571428571
Gen X (1965-1980),325,342167.82,33.16326530612245
Gen Z (1997-2012),96,72139.58,9.795918367346939
Millennials (1981-1996),473,380604.57,48.26530612244898
Silent (antes 1946),2,4460.88,0.20408163265306123
