dia_semana,valor,transacoes
Domingo,56406.87,383
Quarta,40312.840000000004,294
Quinta,35552.1,323
Sabado,57012.02,424
Segunda,55462.6,330
Sexta,44133.97,330
Terca,48289.3,394
