loja,valor,clientes
Havan,591735.47,798
Samsung,361568.07,100
Casas Bahia,290779.46,155
Pittol,190755.66,462
Atacadão,187890.99,421
Magazine Luiza,154693.67,75
Centauro,153251.94,270
Renner,131017.23,365
JCanedo,108257.95,116
Riachuelo,101837.02,332
Cia do Terno,89546.68,120
NXT Eletric,73382.02,14
Brando Bike,65466.99,39
Motorola,65013.99,36
Claro,63491.0,29
Idéli.oui,53877.44,136
Bkko,50696.5,51
EXCLUSIVA COLCHOES E ESTOFADOS,47302.26,12
Paquetá,46656.48,121
Tim,46089.99,22
