dia_semana,valor,transacoes
Domingo,878262.2,2112
Quarta,344735.11,908
Quinta,359713.99,989
Sabado,1037718.88,2515
Segunda,389944.85,1090
Sexta,354271.7,1039
Terca,339499.58,881
