faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),158,142710.92,4.6898189373701396
25-39 (Millennials),1367,1452280.48,40.57583852775304
40-54 (Gen X),1433,1869281.94,42.5348768180469
55-69 (Boomers),355,497878.36,10.537251409913921
70+ (Silent),52,50176.73,1.543484713564856
Nao Informado,4,1953.76,0.11872959335114278
