genero,qtd_clientes,valor_total,pct_clientes
Feminino,600,388722.56,70.4225352112676
Masculino,247,189208.91,28.9906103286385
Nao Informado,4,1782.69,0.4694835680751174
Outro,1,26.0,0.11737089201877934
