faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),1703,3480330.61,8.974021183537968
Gen X (1965-1980),5812,10814807.69,30.626547926437265
Gen Z (1997-2012),2806,2867067.89,14.786320282447175
Millennials (1981-1996),8601,12948222.93,45.32328608315329
Nao Informado,8,7338.33,0.042156294461716814
Silent (antes 1946),47,85529.22,0.24766822996258628
