genero,qtd_clientes,valor_total,pct_clientes
Feminino,12669,20704034.91,66.75976181693629
Masculino,6287,9480153.82,33.1295779101017
Nao Informado,11,10057.51,0.05796490488486061
Outro,10,9050.43,0.05269536807714602
