dia_semana,valor,transacoes
Domingo,5174061.39,17708
Quarta,3695034.4,12472
Quinta,3340647.79,10697
Sabado,4508747.09,15692
Segunda,4938768.27,15370
Sexta,3900878.33,12254
Terca,4645159.4,14340
