loja,valor,clientes
Renner,29330.19,77
Cassol Centerlar,18698.89,31
C&A,17961.0,57
Riachuelo,14617.52,49
Centauro,14013.2,42
Las Leñas Parrilla Uruguaya,12977.24,6
Vivara,10673.89,7
Tokaia,9556.0,3
Youcom,8587.970000000001,26
Samsung,8429.65,6
Livraria Catarinense ,8197.65,49
Vialaser,7922.61,5
Me Linda,7573.45,46
Essence Parfums,7441.46,6
Camicado,6948.55,14
Colcci,6896.0,8
Aramis,6602.41,5
Ri Happy,6206.71,32
Cobasi,5784.1,38
Santo Boteco,5503.16,23
