faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),16,8895.75,2.5396825396825395
Gen X (1965-1980),124,98511.71,19.682539682539684
Gen Z (1997-2012),141,69167.3,22.380952380952383
Millennials (1981-1996),349,182900.57,55.3968253968254
