quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,4.0,1.0,359.824,Global
40%,8.0,2.0,639.8,Global
60%,12.0,4.0,1068.9,Global
80%,19.0,6.0,1969.5500000000006,Global
