perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,15336,70290645.79,4583.375442749088,7.704747000521649,19.54,59.67
Premium,18135,25537823.42,1408.2064196305487,5.0452715743038326,23.11,21.68
Potencial,20331,14794340.91,727.6740401357533,3.3227091633466137,25.9,12.56
Pontual,24681,7178905.68,290.86769903974715,2.0075361614197154,31.45,6.09
