faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),267,207632.8,8.13280536095035
25-39 (Millennials),1395,1059584.06,42.49162351507768
40-54 (Gen X),1281,1019588.02,39.01918976545842
55-69 (Boomers),313,288161.49,9.53396283886689
70+ (Silent),25,15591.94,0.7614986293024673
Nao Informado,2,479.64,0.06091989034419738
