loja,valor,clientes
Renner,129103.85,425
Vivara,102585.07,54
Havan,80990.02,270
Victor Hugo,66459.25,27
Kalunga,58644.97,308
iPlace Mobile,57708.97,14
Le Lis ,56387.18,47
Cia do Homem,55163.04,66
Centauro,54004.72,172
Shoulder,49899.23,76
Riachuelo,48877.32,218
Livrarias Catarinense,45095.11,284
Swarovski,41606.8,16
Ri Happy,40471.44,159
Brooksfield,39335.84,29
Damyller,36960.0,44
OJO,35003.0,20
Hering Store,34688.16,124
Game Mania,34594.8,13
TIM,33599.07,9
