dia_semana,valor,transacoes
Domingo,332546.04,1109
Quarta,161211.48,357
Quinta,163228.22,439
Sabado,379061.64,961
Segunda,243157.87,514
Sexta,253202.58000000002,606
Terca,170480.44,403
