faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),268491.73,98800.18,294.8,2502.7999999999997
25-39 (Millennials),1474621.01,533856.02,0.0,4035.1
40-54 (Gen X),1515266.1300000001,459282.07,0.0,0.0
55-69 (Boomers),197827.56,62477.91,0.0,0.0
70+ (Silent),25007.56,4766.89,0.0,0.0
Nao Informado,4689.99,1669.27,6618.69,0.0
